IteraciÃ³n;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status
1622;1;0;1;0;1;0;1;0;0;1;0;1;1;7;6;Ganado
1623;1;0;1;0;1;0;1;0;0;1;1;0;0;6;7;Perdido
1624;1;0;1;0;1;0;1;0;0;1;1;0;1;7;6;Ganado
1625;1;0;1;0;1;0;1;0;1;0;0;1;0;6;7;Perdido
1626;1;0;1;0;1;0;1;0;1;0;0;1;1;7;6;Ganado
1627;1;0;1;0;1;0;1;0;1;0;1;0;0;6;7;Perdido
1628;1;0;1;0;1;0;1;0;1;0;1;0;1;7;6;Ganado
1629;1;0;1;0;1;0;1;1;0;0;0;1;0;6;7;Perdido
1630;1;0;1;0;1;0;1;1;0;0;0;1;1;7;6;Ganado
1631;1;0;1;0;1;0;1;1;0;0;1;0;0;6;7;Perdido
1632;1;0;1;0;1;0;1;1;0;0;1;0;1;7;6;Ganado
1633;1;0;1;0;1;1;0;0;0;1;0;1;0;6;7;Perdido
1634;1;0;1;0;1;1;0;0;0;1;0;1;1;7;6;Ganado
1635;1;0;1;0;1;1;0;0;0;1;1;0;0;6;7;Perdido
1636;1;0;1;0;1;1;0;0;0;1;1;0;1;7;6;Ganado
1637;1;0;1;0;1;1;0;0;1;0;0;1;0;6;7;Perdido
1638;1;0;1;0;1;1;0;0;1;0;0;1;1;7;6;Ganado
1639;1;0;1;0;1;1;0;0;1;0;1;0;0;6;7;Perdido
1640;1;0;1;0;1;1;0;0;1;0;1;0;1;7;6;Ganado
1641;1;0;1;0;1;1;0;1;0;0;0;1;0;6;7;Perdido
1642;1;0;1;0;1;1;0;1;0;0;0;1;1;7;6;Ganado
1643;1;0;1;0;1;1;0;1;0;0;1;0;0;6;7;Perdido
1644;1;0;1;0;1;1;0;1;0;0;1;0;1;7;6;Ganado
1645;1;0;1;0;1;1;1;0;0;0;0;1;0;6;7;Perdido
1646;1;0;1;0;1;1;1;0;0;0;0;1;1;7;6;Ganado
1647;1;0;1;0;1;1;1;0;0;0;1;0;0;6;7;Perdido
1648;1;0;1;0;1;1;1;0;0;0;1;0;1;7;6;Ganado
1649;1;0;1;1;0;0;0;0;1;1;0;1;0;6;7;Perdido
1650;1;0;1;1;0;0;0;0;1;1;0;1;1;7;6;Ganado
1651;1;0;1;1;0;0;0;0;1;1;1;0;0;6;7;Perdido
1652;1;0;1;1;0;0;0;0;1;1;1;0;1;7;6;Ganado
1653;1;0;1;1;0;0;0;1;0;1;0;1;0;6;7;Perdido
1654;1;0;1;1;0;0;0;1;0;1;0;1;1;7;6;Ganado
1655;1;0;1;1;0;0;0;1;0;1;1;0;0;6;7;Perdido
1656;1;0;1;1;0;0;0;1;0;1;1;0;1;7;6;Ganado
1657;1;0;1;1;0;0;0;1;1;0;0;1;0;6;7;Perdido
1658;1;0;1;1;0;0;0;1;1;0;0;1;1;7;6;Ganado
1659;1;0;1;1;0;0;0;1;1;0;1;0;0;6;7;Perdido
1660;1;0;1;1;0;0;0;1;1;0;1;0;1;7;6;Ganado
1661;1;0;1;1;0;0;1;0;0;1;0;1;0;6;7;Perdido
1662;1;0;1;1;0;0;1;0;0;1;0;1;1;7;6;Ganado
1663;1;0;1;1;0;0;1;0;0;1;1;0;0;6;7;Perdido
1664;1;0;1;1;0;0;1;0;0;1;1;0;1;7;6;Ganado
1665;1;0;1;1;0;0;1;0;1;0;0;1;0;6;7;Perdido
1666;1;0;1;1;0;0;1;0;1;0;0;1;1;7;6;Ganado
1667;1;0;1;1;0;0;1;0;1;0;1;0;0;6;7;Perdido
1668;1;0;1;1;0;0;1;0;1;0;1;0;1;7;6;Ganado
1669;1;0;1;1;0;0;1;1;0;0;0;1;0;6;7;Perdido
1670;1;0;1;1;0;0;1;1;0;0;0;1;1;7;6;Ganado
1671;1;0;1;1;0;0;1;1;0;0;1;0;0;6;7;Perdido
1672;1;0;1;1;0;0;1;1;0;0;1;0;1;7;6;Ganado
1673;1;0;1;1;0;1;0;0;0;1;0;1;0;6;7;Perdido
1674;1;0;1;1;0;1;0;0;0;1;0;1;1;7;6;Ganado
1675;1;0;1;1;0;1;0;0;0;1;1;0;0;6;7;Perdido
1676;1;0;1;1;0;1;0;0;0;1;1;0;1;7;6;Ganado
1677;1;0;1;1;0;1;0;0;1;0;0;1;0;6;7;Perdido
1678;1;0;1;1;0;1;0;0;1;0;0;1;1;7;6;Ganado
1679;1;0;1;1;0;1;0;0;1;0;1;0;0;6;7;Perdido
1680;1;0;1;1;0;1;0;0;1;0;1;0;1;7;6;Ganado
1681;1;0;1;1;0;1;0;1;0;0;0;1;0;6;7;Perdido
1682;1;0;1;1;0;1;0;1;0;0;0;1;1;7;6;Ganado
1683;1;0;1;1;0;1;0;1;0;0;1;0;0;6;7;Perdido
1684;1;0;1;1;0;1;0;1;0;0;1;0;1;7;6;Ganado
1685;1;0;1;1;0;1;1;0;0;0;0;1;0;6;7;Perdido
1686;1;0;1;1;0;1;1;0;0;0;0;1;1;7;6;Ganado
1687;1;0;1;1;0;1;1;0;0;0;1;0;0;6;7;Perdido
1688;1;0;1;1;0;1;1;0;0;0;1;0;1;7;6;Ganado
1689;1;0;1;1;1;0;0;0;0;1;0;1;0;6;7;Perdido
1690;1;0;1;1;1;0;0;0;0;1;0;1;1;7;6;Ganado
1691;1;0;1;1;1;0;0;0;0;1;1;0;0;6;7;Perdido
1692;1;0;1;1;1;0;0;0;0;1;1;0;1;7;6;Ganado
1693;1;0;1;1;1;0;0;0;1;0;0;1;0;6;7;Perdido
1694;1;0;1;1;1;0;0;0;1;0;0;1;1;7;6;Ganado
1695;1;0;1;1;1;0;0;0;1;0;1;0;0;6;7;Perdido
1696;1;0;1;1;1;0;0;0;1;0;1;0;1;7;6;Ganado
1697;1;0;1;1;1;0;0;1;0;0;0;1;0;6;7;Perdido
1698;1;0;1;1;1;0;0;1;0;0;0;1;1;7;6;Ganado
1699;1;0;1;1;1;0;0;1;0;0;1;0;0;6;7;Perdido
1700;1;0;1;1;1;0;0;1;0;0;1;0;1;7;6;Ganado
1701;1;0;1;1;1;0;1;0;0;0;0;1;0;6;7;Perdido
1702;1;0;1;1;1;0;1;0;0;0;0;1;1;7;6;Ganado
1703;1;0;1;1;1;0;1;0;0;0;1;0;0;6;7;Perdido
1704;1;0;1;1;1;0;1;0;0;0;1;0;1;7;6;Ganado
1705;1;0;1;1;1;1;0;0;0;0;0;1;0;6;7;Perdido
1706;1;0;1;1;1;1;0;0;0;0;0;1;1;7;6;Ganado
1707;1;0;1;1;1;1;0;0;0;0;1;0;0;6;7;Perdido
1708;1;0;1;1;1;1;0;0;0;0;1;0;1;7;6;Ganado
1709;1;1;0;0;0;0;0;1;1;1;0;1;0;6;7;Perdido
1710;1;1;0;0;0;0;0;1;1;1;0;1;1;7;6;Ganado
1711;1;1;0;0;0;0;0;1;1;1;1;0;0;6;7;Perdido
1712;1;1;0;0;0;0;0;1;1;1;1;0;1;7;6;Ganado
1713;1;1;0;0;0;0;1;0;1;1;0;1;0;6;7;Perdido
1714;1;1;0;0;0;0;1;0;1;1;0;1;1;7;6;Ganado
1715;1;1;0;0;0;0;1;0;1;1;1;0;0;6;7;Perdido
1716;1;1;0;0;0;0;1;0;1;1;1;0;1;7;6;Ganado
1717;1;1;0;0;0;0;1;1;0;1;0;1;0;6;7;Perdido
1718;1;1;0;0;0;0;1;1;0;1;0;1;1;7;6;Ganado
1719;1;1;0;0;0;0;1;1;0;1;1;0;0;6;7;Perdido
1720;1;1;0;0;0;0;1;1;0;1;1;0;1;7;6;Ganado
1721;1;1;0;0;0;0;1;1;1;0;0;1;0;6;7;Perdido
1722;1;1;0;0;0;0;1;1;1;0;0;1;1;7;6;Ganado
1723;1;1;0;0;0;0;1;1;1;0;1;0;0;6;7;Perdido
1724;1;1;0;0;0;0;1;1;1;0;1;0;1;7;6;Ganado
1725;1;1;0;0;0;1;0;0;1;1;0;1;0;6;7;Perdido
1726;1;1;0;0;0;1;0;0;1;1;0;1;1;7;6;Ganado
1727;1;1;0;0;0;1;0;0;1;1;1;0;0;6;7;Perdido
1728;1;1;0;0;0;1;0;0;1;1;1;0;1;7;6;Ganado
1729;1;1;0;0;0;1;0;1;0;1;0;1;0;6;7;Perdido
1730;1;1;0;0;0;1;0;1;0;1;0;1;1;7;6;Ganado
1731;1;1;0;0;0;1;0;1;0;1;1;0;0;6;7;Perdido
1732;1;1;0;0;0;1;0;1;0;1;1;0;1;7;6;Ganado
1733;1;1;0;0;0;1;0;1;1;0;0;1;0;6;7;Perdido
1734;1;1;0;0;0;1;0;1;1;0;0;1;1;7;6;Ganado
1735;1;1;0;0;0;1;0;1;1;0;1;0;0;6;7;Perdido
1736;1;1;0;0;0;1;0;1;1;0;1;0;1;7;6;Ganado
1737;1;1;0;0;0;1;1;0;0;1;0;1;0;6;7;Perdido
1738;1;1;0;0;0;1;1;0;0;1;0;1;1;7;6;Ganado
1739;1;1;0;0;0;1;1;0;0;1;1;0;0;6;7;Perdido
1740;1;1;0;0;0;1;1;0;0;1;1;0;1;7;6;Ganado
1741;1;1;0;0;0;1;1;0;1;0;0;1;0;6;7;Perdido
1742;1;1;0;0;0;1;1;0;1;0;0;1;1;7;6;Ganado
1743;1;1;0;0;0;1;1;0;1;0;1;0;0;6;7;Perdido
1744;1;1;0;0;0;1;1;0;1;0;1;0;1;7;6;Ganado
1745;1;1;0;0;0;1;1;1;0;0;0;1;0;6;7;Perdido
1746;1;1;0;0;0;1;1;1;0;0;0;1;1;7;6;Ganado
1747;1;1;0;0;0;1;1;1;0;0;1;0;0;6;7;Perdido
1748;1;1;0;0;0;1;1;1;0;0;1;0;1;7;6;Ganado
1749;1;1;0;0;1;0;0;0;1;1;0;1;0;6;7;Perdido
1750;1;1;0;0;1;0;0;0;1;1;0;1;1;7;6;Ganado
1751;1;1;0;0;1;0;0;0;1;1;1;0;0;6;7;Perdido
1752;1;1;0;0;1;0;0;0;1;1;1;0;1;7;6;Ganado
1753;1;1;0;0;1;0;0;1;0;1;0;1;0;6;7;Perdido
1754;1;1;0;0;1;0;0;1;0;1;0;1;1;7;6;Ganado
1755;1;1;0;0;1;0;0;1;0;1;1;0;0;6;7;Perdido
1756;1;1;0;0;1;0;0;1;0;1;1;0;1;7;6;Ganado
1757;1;1;0;0;1;0;0;1;1;0;0;1;0;6;7;Perdido
1758;1;1;0;0;1;0;0;1;1;0;0;1;1;7;6;Ganado
1759;1;1;0;0;1;0;0;1;1;0;1;0;0;6;7;Perdido
1760;1;1;0;0;1;0;0;1;1;0;1;0;1;7;6;Ganado
1761;1;1;0;0;1;0;1;0;0;1;0;1;0;6;7;Perdido
1762;1;1;0;0;1;0;1;0;0;1;0;1;1;7;6;Ganado
1763;1;1;0;0;1;0;1;0;0;1;1;0;0;6;7;Perdido
1764;1;1;0;0;1;0;1;0;0;1;1;0;1;7;6;Ganado
1765;1;1;0;0;1;0;1;0;1;0;0;1;0;6;7;Perdido
1766;1;1;0;0;1;0;1;0;1;0;0;1;1;7;6;Ganado
1767;1;1;0;0;1;0;1;0;1;0;1;0;0;6;7;Perdido
1768;1;1;0;0;1;0;1;0;1;0;1;0;1;7;6;Ganado
1769;1;1;0;0;1;0;1;1;0;0;0;1;0;6;7;Perdido
1770;1;1;0;0;1;0;1;1;0;0;0;1;1;7;6;Ganado
1771;1;1;0;0;1;0;1;1;0;0;1;0;0;6;7;Perdido
1772;1;1;0;0;1;0;1;1;0;0;1;0;1;7;6;Ganado
1773;1;1;0;0;1;1;0;0;0;1;0;1;0;6;7;Perdido
1774;1;1;0;0;1;1;0;0;0;1;0;1;1;7;6;Ganado
1775;1;1;0;0;1;1;0;0;0;1;1;0;0;6;7;Perdido
1776;1;1;0;0;1;1;0;0;0;1;1;0;1;7;6;Ganado
1777;1;1;0;0;1;1;0;0;1;0;0;1;0;6;7;Perdido
1778;1;1;0;0;1;1;0;0;1;0;0;1;1;7;6;Ganado
1779;1;1;0;0;1;1;0;0;1;0;1;0;0;6;7;Perdido
1780;1;1;0;0;1;1;0;0;1;0;1;0;1;7;6;Ganado
1781;1;1;0;0;1;1;0;1;0;0;0;1;0;6;7;Perdido
1782;1;1;0;0;1;1;0;1;0;0;0;1;1;7;6;Ganado
1783;1;1;0;0;1;1;0;1;0;0;1;0;0;6;7;Perdido
1784;1;1;0;0;1;1;0;1;0;0;1;0;1;7;6;Ganado
1785;1;1;0;0;1;1;1;0;0;0;0;1;0;6;7;Perdido
1786;1;1;0;0;1;1;1;0;0;0;0;1;1;7;6;Ganado
1787;1;1;0;0;1;1;1;0;0;0;1;0;0;6;7;Perdido
1788;1;1;0;0;1;1;1;0;0;0;1;0;1;7;6;Ganado
1789;1;1;0;1;0;0;0;0;1;1;0;1;0;6;7;Perdido
1790;1;1;0;1;0;0;0;0;1;1;0;1;1;7;6;Ganado
1791;1;1;0;1;0;0;0;0;1;1;1;0;0;6;7;Perdido
1792;1;1;0;1;0;0;0;0;1;1;1;0;1;7;6;Ganado
1793;1;1;0;1;0;0;0;1;0;1;0;1;0;6;7;Perdido
1794;1;1;0;1;0;0;0;1;0;1;0;1;1;7;6;Ganado
1795;1;1;0;1;0;0;0;1;0;1;1;0;0;6;7;Perdido
1796;1;1;0;1;0;0;0;1;0;1;1;0;1;7;6;Ganado
1797;1;1;0;1;0;0;0;1;1;0;0;1;0;6;7;Perdido
1798;1;1;0;1;0;0;0;1;1;0;0;1;1;7;6;Ganado
1799;1;1;0;1;0;0;0;1;1;0;1;0;0;6;7;Perdido
1800;1;1;0;1;0;0;0;1;1;0;1;0;1;7;6;Ganado
1801;1;1;0;1;0;0;1;0;0;1;0;1;0;6;7;Perdido
1802;1;1;0;1;0;0;1;0;0;1;0;1;1;7;6;Ganado
1803;1;1;0;1;0;0;1;0;0;1;1;0;0;6;7;Perdido
1804;1;1;0;1;0;0;1;0;0;1;1;0;1;7;6;Ganado
1805;1;1;0;1;0;0;1;0;1;0;0;1;0;6;7;Perdido
1806;1;1;0;1;0;0;1;0;1;0;0;1;1;7;6;Ganado
1807;1;1;0;1;0;0;1;0;1;0;1;0;0;6;7;Perdido
1808;1;1;0;1;0;0;1;0;1;0;1;0;1;7;6;Ganado
1809;1;1;0;1;0;0;1;1;0;0;0;1;0;6;7;Perdido
1810;1;1;0;1;0;0;1;1;0;0;0;1;1;7;6;Ganado
1811;1;1;0;1;0;0;1;1;0;0;1;0;0;6;7;Perdido
1812;1;1;0;1;0;0;1;1;0;0;1;0;1;7;6;Ganado
1813;1;1;0;1;0;1;0;0;0;1;0;1;0;6;7;Perdido
1814;1;1;0;1;0;1;0;0;0;1;0;1;1;7;6;Ganado
1815;1;1;0;1;0;1;0;0;0;1;1;0;0;6;7;Perdido
1816;1;1;0;1;0;1;0;0;0;1;1;0;1;7;6;Ganado
1817;1;1;0;1;0;1;0;0;1;0;0;1;0;6;7;Perdido
1818;1;1;0;1;0;1;0;0;1;0;0;1;1;7;6;Ganado
1819;1;1;0;1;0;1;0;0;1;0;1;0;0;6;7;Perdido
1820;1;1;0;1;0;1;0;0;1;0;1;0;1;7;6;Ganado
1821;1;1;0;1;0;1;0;1;0;0;0;1;0;6;7;Perdido
1822;1;1;0;1;0;1;0;1;0;0;0;1;1;7;6;Ganado
1823;1;1;0;1;0;1;0;1;0;0;1;0;0;6;7;Perdido
1824;1;1;0;1;0;1;0;1;0;0;1;0;1;7;6;Ganado
1825;1;1;0;1;0;1;1;0;0;0;0;1;0;6;7;Perdido
1826;1;1;0;1;0;1;1;0;0;0;0;1;1;7;6;Ganado
1827;1;1;0;1;0;1;1;0;0;0;1;0;0;6;7;Perdido
1828;1;1;0;1;0;1;1;0;0;0;1;0;1;7;6;Ganado
1829;1;1;0;1;1;0;0;0;0;1;0;1;0;6;7;Perdido
1830;1;1;0;1;1;0;0;0;0;1;0;1;1;7;6;Ganado
1831;1;1;0;1;1;0;0;0;0;1;1;0;0;6;7;Perdido
1832;1;1;0;1;1;0;0;0;0;1;1;0;1;7;6;Ganado
1833;1;1;0;1;1;0;0;0;1;0;0;1;0;6;7;Perdido
1834;1;1;0;1;1;0;0;0;1;0;0;1;1;7;6;Ganado
1835;1;1;0;1;1;0;0;0;1;0;1;0;0;6;7;Perdido
1836;1;1;0;1;1;0;0;0;1;0;1;0;1;7;6;Ganado
1837;1;1;0;1;1;0;0;1;0;0;0;1;0;6;7;Perdido
1838;1;1;0;1;1;0;0;1;0;0;0;1;1;7;6;Ganado
1839;1;1;0;1;1;0;0;1;0;0;1;0;0;6;7;Perdido
1840;1;1;0;1;1;0;0;1;0;0;1;0;1;7;6;Ganado
1841;1;1;0;1;1;0;1;0;0;0;0;1;0;6;7;Perdido
1842;1;1;0;1;1;0;1;0;0;0;0;1;1;7;6;Ganado
1843;1;1;0;1;1;0;1;0;0;0;1;0;0;6;7;Perdido
1844;1;1;0;1;1;0;1;0;0;0;1;0;1;7;6;Ganado
1845;1;1;0;1;1;1;0;0;0;0;0;1;0;6;7;Perdido
1846;1;1;0;1;1;1;0;0;0;0;0;1;1;7;6;Ganado
1847;1;1;0;1;1;1;0;0;0;0;1;0;0;6;7;Perdido
1848;1;1;0;1;1;1;0;0;0;0;1;0;1;7;6;Ganado
1849;1;1;1;0;0;0;0;0;1;1;0;1;0;6;7;Perdido
1850;1;1;1;0;0;0;0;0;1;1;0;1;1;7;6;Ganado
1851;1;1;1;0;0;0;0;0;1;1;1;0;0;6;7;Perdido
1852;1;1;1;0;0;0;0;0;1;1;1;0;1;7;6;Ganado
1853;1;1;1;0;0;0;0;1;0;1;0;1;0;6;7;Perdido
1854;1;1;1;0;0;0;0;1;0;1;0;1;1;7;6;Ganado
1855;1;1;1;0;0;0;0;1;0;1;1;0;0;6;7;Perdido
1856;1;1;1;0;0;0;0;1;0;1;1;0;1;7;6;Ganado
1857;1;1;1;0;0;0;0;1;1;0;0;1;0;6;7;Perdido
1858;1;1;1;0;0;0;0;1;1;0;0;1;1;7;6;Ganado
1859;1;1;1;0;0;0;0;1;1;0;1;0;0;6;7;Perdido
1860;1;1;1;0;0;0;0;1;1;0;1;0;1;7;6;Ganado
1861;1;1;1;0;0;0;1;0;0;1;0;1;0;6;7;Perdido
1862;1;1;1;0;0;0;1;0;0;1;0;1;1;7;6;Ganado
1863;1;1;1;0;0;0;1;0;0;1;1;0;0;6;7;Perdido
1864;1;1;1;0;0;0;1;0;0;1;1;0;1;7;6;Ganado
1865;1;1;1;0;0;0;1;0;1;0;0;1;0;6;7;Perdido
1866;1;1;1;0;0;0;1;0;1;0;0;1;1;7;6;Ganado
1867;1;1;1;0;0;0;1;0;1;0;1;0;0;6;7;Perdido
1868;1;1;1;0;0;0;1;0;1;0;1;0;1;7;6;Ganado
1869;1;1;1;0;0;0;1;1;0;0;0;1;0;6;7;Perdido
1870;1;1;1;0;0;0;1;1;0;0;0;1;1;7;6;Ganado
1871;1;1;1;0;0;0;1;1;0;0;1;0;0;6;7;Perdido
1872;1;1;1;0;0;0;1;1;0;0;1;0;1;7;6;Ganado
1873;1;1;1;0;0;1;0;0;0;1;0;1;0;6;7;Perdido
1874;1;1;1;0;0;1;0;0;0;1;0;1;1;7;6;Ganado
1875;1;1;1;0;0;1;0;0;0;1;1;0;0;6;7;Perdido
1876;1;1;1;0;0;1;0;0;0;1;1;0;1;7;6;Ganado
1877;1;1;1;0;0;1;0;0;1;0;0;1;0;6;7;Perdido
1878;1;1;1;0;0;1;0;0;1;0;0;1;1;7;6;Ganado
1879;1;1;1;0;0;1;0;0;1;0;1;0;0;6;7;Perdido
1880;1;1;1;0;0;1;0;0;1;0;1;0;1;7;6;Ganado
1881;1;1;1;0;0;1;0;1;0;0;0;1;0;6;7;Perdido
1882;1;1;1;0;0;1;0;1;0;0;0;1;1;7;6;Ganado
1883;1;1;1;0;0;1;0;1;0;0;1;0;0;6;7;Perdido
1884;1;1;1;0;0;1;0;1;0;0;1;0;1;7;6;Ganado
1885;1;1;1;0;0;1;1;0;0;0;0;1;0;6;7;Perdido
1886;1;1;1;0;0;1;1;0;0;0;0;1;1;7;6;Ganado
1887;1;1;1;0;0;1;1;0;0;0;1;0;0;6;7;Perdido
1888;1;1;1;0;0;1;1;0;0;0;1;0;1;7;6;Ganado
1889;1;1;1;0;1;0;0;0;0;1;0;1;0;6;7;Perdido
1890;1;1;1;0;1;0;0;0;0;1;0;1;1;7;6;Ganado
1891;1;1;1;0;1;0;0;0;0;1;1;0;0;6;7;Perdido
1892;1;1;1;0;1;0;0;0;0;1;1;0;1;7;6;Ganado
1893;1;1;1;0;1;0;0;0;1;0;0;1;0;6;7;Perdido
1894;1;1;1;0;1;0;0;0;1;0;0;1;1;7;6;Ganado
1895;1;1;1;0;1;0;0;0;1;0;1;0;0;6;7;Perdido
1896;1;1;1;0;1;0;0;0;1;0;1;0;1;7;6;Ganado
1897;1;1;1;0;1;0;0;1;0;0;0;1;0;6;7;Perdido
1898;1;1;1;0;1;0;0;1;0;0;0;1;1;7;6;Ganado
1899;1;1;1;0;1;0;0;1;0;0;1;0;0;6;7;Perdido
1900;1;1;1;0;1;0;0;1;0;0;1;0;1;7;6;Ganado
1901;1;1;1;0;1;0;1;0;0;0;0;1;0;6;7;Perdido
1902;1;1;1;0;1;0;1;0;0;0;0;1;1;7;6;Ganado
1903;1;1;1;0;1;0;1;0;0;0;1;0;0;6;7;Perdido
1904;1;1;1;0;1;0;1;0;0;0;1;0;1;7;6;Ganado
1905;1;1;1;0;1;1;0;0;0;0;0;1;0;6;7;Perdido
1906;1;1;1;0;1;1;0;0;0;0;0;1;1;7;6;Ganado
1907;1;1;1;0;1;1;0;0;0;0;1;0;0;6;7;Perdido
1908;1;1;1;0;1;1;0;0;0;0;1;0;1;7;6;Ganado
1909;1;1;1;1;0;0;0;0;0;1;0;1;0;6;7;Perdido
1910;1;1;1;1;0;0;0;0;0;1;0;1;1;7;6;Ganado
1911;1;1;1;1;0;0;0;0;0;1;1;0;0;6;7;Perdido
1912;1;1;1;1;0;0;0;0;0;1;1;0;1;7;6;Ganado
1913;1;1;1;1;0;0;0;0;1;0;0;1;0;6;7;Perdido
1914;1;1;1;1;0;0;0;0;1;0;0;1;1;7;6;Ganado
1915;1;1;1;1;0;0;0;0;1;0;1;0;0;6;7;Perdido
1916;1;1;1;1;0;0;0;0;1;0;1;0;1;7;6;Ganado
1917;1;1;1;1;0;0;0;1;0;0;0;1;0;6;7;Perdido
1918;1;1;1;1;0;0;0;1;0;0;0;1;1;7;6;Ganado
1919;1;1;1;1;0;0;0;1;0;0;1;0;0;6;7;Perdido
1920;1;1;1;1;0;0;0;1;0;0;1;0;1;7;6;Ganado
1921;1;1;1;1;0;0;1;0;0;0;0;1;0;6;7;Perdido
1922;1;1;1;1;0;0;1;0;0;0;0;1;1;7;6;Ganado
1923;1;1;1;1;0;0;1;0;0;0;1;0;0;6;7;Perdido
1924;1;1;1;1;0;0;1;0;0;0;1;0;1;7;6;Ganado
1925;1;1;1;1;0;1;0;0;0;0;0;1;0;6;7;Perdido
1926;1;1;1;1;0;1;0;0;0;0;0;1;1;7;6;Ganado
1927;1;1;1;1;0;1;0;0;0;0;1;0;0;6;7;Perdido
1928;1;1;1;1;0;1;0;0;0;0;1;0;1;7;6;Ganado
1929;1;1;1;1;1;0;0;0;0;0;0;1;0;6;7;Perdido
1930;1;1;1;1;1;0;0;0;0;0;0;1;1;7;6;Ganado
1931;1;1;1;1;1;0;0;0;0;0;1;0;0;6;7;Perdido
1932;1;1;1;1;1;0;0;0;0;0;1;0;1;7;6;Ganado